icdcode,icdlabel,diagcodelvl1,diagdesclvl1
s22062b,unstable burst fracture of t7t8 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22068a,other fracture of t7t8 thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22068b,other fracture of t7t8 thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22069a,unspecified fracture of t7t8 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22069b,unspecified fracture of t7t8 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22070a,wedge compression fracture of t9t10 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22070b,wedge compression fracture of t9t10 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22071a,stable burst fracture of t9t10 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22071b,stable burst fracture of t9t10 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22072a,unstable burst fracture of t9t10 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22072b,unstable burst fracture of t9t10 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22078a,other fracture of t9t10 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22078b,other fracture of t9t10 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22079a,unspecified fracture of t9t10 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22079b,unspecified fracture of t9t10 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22080a,wedge compression fracture of t11t12 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22080b,wedge compression fracture of t11t12 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22081a,stable burst fracture of t11t12 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22081b,stable burst fracture of t11t12 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22082a,unstable burst fracture of t11t12 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22082b,unstable burst fracture of t11t12 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22088a,other fracture of t11t12 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22088b,other fracture of t11t12 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22089a,unspecified fracture of t11t12 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22089b,unspecified fracture of t11t12 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s240xxa,concussion and edema of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s240xxd,concussion and edema of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s240xxs,concussion and edema of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24101a,unspecified injury at t1 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24101d,unspecified injury at t1 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24101s,unspecified injury at t1 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24102a,unspecified injury at t2t6 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24102d,unspecified injury at t2t6 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24102s,unspecified injury at t2t6 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24103a,unspecified injury at t7t10 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24103d,unspecified injury at t7t10 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24103s,unspecified injury at t7t10 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24104a,unspecified injury at t11t12 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24104d,unspecified injury at t11t12 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24104s,unspecified injury at t11t12 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24109a,unspecified injury at unspecified level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24109d,unspecified injury at unspecified level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24109s,unspecified injury at unspecified level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24111a,complete lesion at t1 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24111d,complete lesion at t1 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24111s,complete lesion at t1 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24112a,complete lesion at t2t6 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24112d,complete lesion at t2t6 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24112s,complete lesion at t2t6 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24113a,complete lesion at t7t10 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24113d,complete lesion at t7t10 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24113s,complete lesion at t7t10 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24114a,complete lesion at t11t12 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24114d,complete lesion at t11t12 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24114s,complete lesion at t11t12 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24119a,complete lesion at unspecified level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24119d,complete lesion at unspecified level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24119s,complete lesion at unspecified level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24131a,anterior cord syndrome at t1 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24131d,anterior cord syndrome at t1 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24131s,anterior cord syndrome at t1 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24132a,anterior cord syndrome at t2t6 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24132d,anterior cord syndrome at t2t6 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24132s,anterior cord syndrome at t2t6 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24133a,anterior cord syndrome at t7t10 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24133d,anterior cord syndrome at t7t10 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24133s,anterior cord syndrome at t7t10 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
s24134a,anterior cord syndrome at t11t12 level of thoracic spinal cord initial encounter,s24,injury of nerves and spinal cord at thorax level
s24134d,anterior cord syndrome at t11t12 level of thoracic spinal cord subsequent encounter,s24,injury of nerves and spinal cord at thorax level
s24134s,anterior cord syndrome at t11t12 level of thoracic spinal cord sequela,s24,injury of nerves and spinal cord at thorax level
