obs,icdcode,icdlabel,cc,addcc
9727,S48922D,"Partial traumatic amputation of left shoulder and upper arm, level unspecified, subsequent encounter",234,
9728,S48929A,"Partial traumatic amputation of unspecified shoulder and upper arm, level unspecified, initial encounter",234,
9729,S48929D,"Partial traumatic amputation of unspecified shoulder and upper arm, level unspecified, subsequent encounter",234,
9730,S58011A,"Complete traumatic amputation at elbow level, right arm, initial encounter",234,
9731,S58011D,"Complete traumatic amputation at elbow level, right arm, subsequent encounter",234,
9732,S58012A,"Complete traumatic amputation at elbow level, left arm, initial encounter",234,
9733,S58012D,"Complete traumatic amputation at elbow level, left arm, subsequent encounter",234,
9734,S58019A,"Complete traumatic amputation at elbow level, unspecified arm, initial encounter",234,
9735,S58019D,"Complete traumatic amputation at elbow level, unspecified arm, subsequent encounter",234,
9736,S58021A,"Partial traumatic amputation at elbow level, right arm, initial encounter",234,
9737,S58021D,"Partial traumatic amputation at elbow level, right arm, subsequent encounter",234,
9738,S58022A,"Partial traumatic amputation at elbow level, left arm, initial encounter",234,
9739,S58022D,"Partial traumatic amputation at elbow level, left arm, subsequent encounter",234,
9740,S58029A,"Partial traumatic amputation at elbow level, unspecified arm, initial encounter",234,
9741,S58029D,"Partial traumatic amputation at elbow level, unspecified arm, subsequent encounter",234,
9742,S58111A,"Complete traumatic amputation at level between elbow and wrist, right arm, initial encounter",234,
9743,S58111D,"Complete traumatic amputation at level between elbow and wrist, right arm, subsequent encounter",234,
9744,S58112A,"Complete traumatic amputation at level between elbow and wrist, left arm, initial encounter",234,
9745,S58112D,"Complete traumatic amputation at level between elbow and wrist, left arm, subsequent encounter",234,
9746,S58119A,"Complete traumatic amputation at level between elbow and wrist, unspecified arm, initial encounter",234,
9747,S58119D,"Complete traumatic amputation at level between elbow and wrist, unspecified arm, subsequent encounter",234,
9748,S58121A,"Partial traumatic amputation at level between elbow and wrist, right arm, initial encounter",234,
9749,S58121D,"Partial traumatic amputation at level between elbow and wrist, right arm, subsequent encounter",234,
9750,S58122A,"Partial traumatic amputation at level between elbow and wrist, left arm, initial encounter",234,
9751,S58122D,"Partial traumatic amputation at level between elbow and wrist, left arm, subsequent encounter",234,
9752,S58129A,"Partial traumatic amputation at level between elbow and wrist, unspecified arm, initial encounter",234,
9753,S58129D,"Partial traumatic amputation at level between elbow and wrist, unspecified arm, subsequent encounter",234,
9754,S58911A,"Complete traumatic amputation of right forearm, level unspecified, initial encounter",234,
9755,S58911D,"Complete traumatic amputation of right forearm, level unspecified, subsequent encounter",234,
9756,S58912A,"Complete traumatic amputation of left forearm, level unspecified, initial encounter",234,
9757,S58912D,"Complete traumatic amputation of left forearm, level unspecified, subsequent encounter",234,
9758,S58919A,"Complete traumatic amputation of unspecified forearm, level unspecified, initial encounter",234,
9759,S58919D,"Complete traumatic amputation of unspecified forearm, level unspecified, subsequent encounter",234,
9760,S58921A,"Partial traumatic amputation of right forearm, level unspecified, initial encounter",234,
9761,S58921D,"Partial traumatic amputation of right forearm, level unspecified, subsequent encounter",234,
9762,S58922A,"Partial traumatic amputation of left forearm, level unspecified, initial encounter",234,
9763,S58922D,"Partial traumatic amputation of left forearm, level unspecified, subsequent encounter",234,
9764,S58929A,"Partial traumatic amputation of unspecified forearm, level unspecified, initial encounter",234,
9765,S58929D,"Partial traumatic amputation of unspecified forearm, level unspecified, subsequent encounter",234,
9766,S68411A,"Complete traumatic amputation of right hand at wrist level, initial encounter",234,
9767,S68411D,"Complete traumatic amputation of right hand at wrist level, subsequent encounter",234,
9768,S68412A,"Complete traumatic amputation of left hand at wrist level, initial encounter",234,
9769,S68412D,"Complete traumatic amputation of left hand at wrist level, subsequent encounter",234,
9770,S68419A,"Complete traumatic amputation of unspecified hand at wrist level, initial encounter",234,
9771,S68419D,"Complete traumatic amputation of unspecified hand at wrist level, subsequent encounter",234,
9772,S68421A,"Partial traumatic amputation of right hand at wrist level, initial encounter",234,
9773,S68421D,"Partial traumatic amputation of right hand at wrist level, subsequent encounter",234,
9774,S68422A,"Partial traumatic amputation of left hand at wrist level, initial encounter",234,
9775,S68422D,"Partial traumatic amputation of left hand at wrist level, subsequent encounter",234,
9776,S68429A,"Partial traumatic amputation of unspecified hand at wrist level, initial encounter",234,
9777,S68429D,"Partial traumatic amputation of unspecified hand at wrist level, subsequent encounter",234,
9778,S68711A,"Complete traumatic transmetacarpal amputation of right hand, initial encounter",234,
9779,S68711D,"Complete traumatic transmetacarpal amputation of right hand, subsequent encounter",234,
9780,S68712A,"Complete traumatic transmetacarpal amputation of left hand, initial encounter",234,
9781,S68712D,"Complete traumatic transmetacarpal amputation of left hand, subsequent encounter",234,
9782,S68719A,"Complete traumatic transmetacarpal amputation of unspecified hand, initial encounter",234,
9783,S68719D,"Complete traumatic transmetacarpal amputation of unspecified hand, subsequent encounter",234,
9784,S68721A,"Partial traumatic transmetacarpal amputation of right hand, initial encounter",234,
9785,S68721D,"Partial traumatic transmetacarpal amputation of right hand, subsequent encounter",234,
9786,S68722A,"Partial traumatic transmetacarpal amputation of left hand, initial encounter",234,
9787,S68722D,"Partial traumatic transmetacarpal amputation of left hand, subsequent encounter",234,
9788,S68729A,"Partial traumatic transmetacarpal amputation of unspecified hand, initial encounter",234,
9789,S68729D,"Partial traumatic transmetacarpal amputation of unspecified hand, subsequent encounter",234,
9790,S72001A,"Fracture of unspecified part of neck of right femur, initial encounter for closed fracture",226,
9791,S72001B,"Fracture of unspecified part of neck of right femur, initial encounter for open fracture type I or II",226,
9792,S72001C,"Fracture of unspecified part of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
9793,S72002A,"Fracture of unspecified part of neck of left femur, initial encounter for closed fracture",226,
9794,S72002B,"Fracture of unspecified part of neck of left femur, initial encounter for open fracture type I or II",226,
9795,S72002C,"Fracture of unspecified part of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
9796,S72009A,"Fracture of unspecified part of neck of unspecified femur, initial encounter for closed fracture",226,
9797,S72009B,"Fracture of unspecified part of neck of unspecified femur, initial encounter for open fracture type I or II",226,
9798,S72009C,"Fracture of unspecified part of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
9799,S72011A,"Unspecified intracapsular fracture of right femur, initial encounter for closed fracture",226,
9800,S72011B,"Unspecified intracapsular fracture of right femur, initial encounter for open fracture type I or II",226,
9801,S72011C,"Unspecified intracapsular fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
9802,S72012A,"Unspecified intracapsular fracture of left femur, initial encounter for closed fracture",226,
9803,S72012B,"Unspecified intracapsular fracture of left femur, initial encounter for open fracture type I or II",226,
9804,S72012C,"Unspecified intracapsular fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
9805,S72019A,"Unspecified intracapsular fracture of unspecified femur, initial encounter for closed fracture",226,
9806,S72019B,"Unspecified intracapsular fracture of unspecified femur, initial encounter for open fracture type I or II",226,
9807,S72019C,"Unspecified intracapsular fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
9808,S72021A,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for closed fracture",226,
9809,S72021B,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type I or II",226,
9810,S72021C,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
9811,S72022A,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture",226,
9812,S72022B,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type I or II",226,
9813,S72022C,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
9814,S72023A,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for closed fracture",226,
9815,S72023B,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type I or II",226,
9816,S72023C,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
9817,S72024A,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for closed fracture",226,
9818,S72024B,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type I or II",226,
9819,S72024C,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
9820,S72025A,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture",226,
